Unique,Name,Value,Category,Silver,Time,Focus,Return
T8_ARTEFACT_2H_FIRESTAFF_HELL,Artefact Elder's Brimstone Staff,,,,,,
T8_ARTEFACT_2H_HALBERD_MORGANA,Artefact Elder's Carrioncaller,,,,,,
T8_ARTEFACT_2H_HAMMER_UNDEAD,Artefact Elder's Tombhammer,,,,,,
T8_ARTEFACT_2H_HARPOON_HELL,Artefact Elder's Spirithunter,,,,,,
T8_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Artefact Elder's Lifetouch Staff,,,,,,
T8_ARTEFACT_2H_HOLYSTAFF_HELL,Artefact Elder's Fallen Staff,,,,,,
T8_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Artefact Elder's Redemption Staff,,,,,,
T8_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Artefact Elder's Permafrost Prism,,,,,,
T8_ARTEFACT_2H_ICEGAUNTLETS_HELL,Artefact Elder's Icicle Staff,,,,,,
T8_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Artefact Elder's Blazing Staff,,,,,,
T8_ARTEFACT_2H_IRONGAUNTLETS_HELL,Artefact Elder's Black Hands,,,,,,
T8_ARTEFACT_2H_LONGBOW_UNDEAD,Artefact Elder's Whispering Bow,,,,,,
T8_ARTEFACT_2H_MACE_MORGANA,Artefact Elder's Camlann Mace,,,,,,
T8_ARTEFACT_2H_NATURESTAFF_HELL,Artefact Elder's Blight Staff,,,,,,
T8_ARTEFACT_2H_NATURESTAFF_KEEPER,Artefact Elder's Rampant Staff,,,,,,
T8_ARTEFACT_2H_RAM_KEEPER,Artefact Elder's Grovekeeper,,,,,,
T8_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Artefact Elder's Weeping Repeater,,,,,,
T8_ARTEFACT_2H_ROCKSTAFF_KEEPER,Artefact Elder's Staff of Balance,,,,,,
T8_ARTEFACT_2H_SKULLORB_HELL,Artefact Elder's Cursed Skull,,,,,,
T8_ARTEFACT_2H_TRIDENT_UNDEAD,Artefact Elder's Trinity Spear,,,,,,
T8_ARTEFACT_2H_TWINSCYTHE_HELL,Artefact Elder's Soulscythe,,,,,,
T8_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Artefact Elder's Witchwork Staff,,,,,,
T8_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Artefact Elder's Lifecurse Staff,,,,,,
T8_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Artefact Elder's Wildfire Staff,,,,,,
T8_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Artefact Elder's Hoarfrost Staff,,,,,,
T8_ARTEFACT_MAIN_MACE_HELL,Artefact Elder's Incubus Mace,,,,,,
T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Artefact Elder's Druidic Staff,,,,,,
T8_ARTEFACT_MAIN_RAPIER_MORGANA,Artefact Elder's Bloodletter,,,,,,
T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Artefact Elder's Bedrock Mace,,,,,,
T8_ARTEFACT_MAIN_SCIMITAR_MORGANA,Artefact Elder's Clarent Blade,,,,,,
T8_ARTEFACT_MAIN_SPEAR_KEEPER,Artefact Elder's Heron Spear,,,,,,
T4_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Artefact Adept's Sarcophagus,,,,,,
T5_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Artefact Expert's Sarcophagus,,,,,,
T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Artefact Master's Sarcophagus,,,,,,
T7_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Artefact Grandmaster's Sarcophagus,,,,,,
T8_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Artefact Elder's Sarcophagus,,,,,,
T4_ARTEFACT_OFF_SHIELD_HELL,Artefact Adept's Caitiff Shield,,,,,,
T5_ARTEFACT_OFF_SHIELD_HELL,Artefact Expert's Caitiff Shield,,,,,,
T6_ARTEFACT_OFF_SHIELD_HELL,Artefact Master's Caitiff Shield,,,,,,
T7_ARTEFACT_OFF_SHIELD_HELL,Artefact Grandmaster's Caitiff Shield,,,,,,
T8_ARTEFACT_OFF_SHIELD_HELL,Artefact Elder's Caitiff Shield,,,,,,
T4_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Artefact Adept's Facebreaker,,,,,,
T5_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Artefact Expert's Facebreaker,,,,,,
T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Artefact Master's Facebreaker,,,,,,
T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Artefact Grandmaster's Facebreaker,,,,,,
T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Artefact Elder's Facebreaker,,,,,,
T4_ARTEFACT_OFF_ORB_MORGANA,Artefact Adept's Eye of Secrets,,,,,,
T5_ARTEFACT_OFF_ORB_MORGANA,Artefact Expert's Eye of Secrets,,,,,,
T6_ARTEFACT_OFF_ORB_MORGANA,Artefact Master's Eye of Secrets,,,,,,
T7_ARTEFACT_OFF_ORB_MORGANA,Artefact Grandmaster's Eye of Secrets,,,,,,
T8_ARTEFACT_OFF_ORB_MORGANA,Artefact Elder's Eye of Secrets,,,,,,
T4_ARTEFACT_OFF_DEMONSKULL_HELL,Artefact Adept's Muisak,,,,,,
T5_ARTEFACT_OFF_DEMONSKULL_HELL,Artefact Expert's Muisak,,,,,,
T6_ARTEFACT_OFF_DEMONSKULL_HELL,Artefact Master's Muisak,,,,,,
T7_ARTEFACT_OFF_DEMONSKULL_HELL,Artefact Grandmaster's Muisak,,,,,,
T8_ARTEFACT_OFF_DEMONSKULL_HELL,Artefact Elder's Muisak,,,,,,
T4_ARTEFACT_OFF_TOTEM_KEEPER,Artefact Adept's Taproot,,,,,,
T5_ARTEFACT_OFF_TOTEM_KEEPER,Artefact Expert's Taproot,,,,,,
T6_ARTEFACT_OFF_TOTEM_KEEPER,Artefact Master's Taproot,,,,,,
T7_ARTEFACT_OFF_TOTEM_KEEPER,Artefact Grandmaster's Taproot,,,,,,
T8_ARTEFACT_OFF_TOTEM_KEEPER,Artefact Elder's Taproot,,,,,,
T4_ARTEFACT_OFF_HORN_KEEPER,Artefact Adept's Mistcaller,,,,,,
T5_ARTEFACT_OFF_HORN_KEEPER,Artefact Expert's Mistcaller,,,,,,
T6_ARTEFACT_OFF_HORN_KEEPER,Artefact Master's Mistcaller,,,,,,
T7_ARTEFACT_OFF_HORN_KEEPER,Artefact Grandmaster's Mistcaller,,,,,,
T8_ARTEFACT_OFF_HORN_KEEPER,Artefact Elder's Mistcaller,,,,,,
T4_ARTEFACT_OFF_JESTERCANE_HELL,Artefact Adept's Leering Cane,,,,,,
T5_ARTEFACT_OFF_JESTERCANE_HELL,Artefact Expert's Leering Cane,,,,,,
T6_ARTEFACT_OFF_JESTERCANE_HELL,Artefact Master's Leering Cane,,,,,,
T7_ARTEFACT_OFF_JESTERCANE_HELL,Artefact Grandmaster's Leering Cane,,,,,,
T8_ARTEFACT_OFF_JESTERCANE_HELL,Artefact Elder's Leering Cane,,,,,,
T4_ARTEFACT_OFF_LAMP_UNDEAD,Artefact Adept's Cryptcandle,,,,,,
T5_ARTEFACT_OFF_LAMP_UNDEAD,Artefact Expert's Cryptcandle,,,,,,
T6_ARTEFACT_OFF_LAMP_UNDEAD,Artefact Master's Cryptcandle,,,,,,
T7_ARTEFACT_OFF_LAMP_UNDEAD,Artefact Grandmaster's Cryptcandle,,,,,,
T8_ARTEFACT_OFF_LAMP_UNDEAD,Artefact Elder's Cryptcandle,,,,,,
T4_ARTEFACT_HEAD_PLATE_UNDEAD,Artefact Adept's Graveguard Helmet,,,,,,
T5_ARTEFACT_HEAD_PLATE_UNDEAD,Artefact Expert's Graveguard Helmet,,,,,,
T6_ARTEFACT_HEAD_PLATE_UNDEAD,Artefact Master's Graveguard Helmet,,,,,,
T7_ARTEFACT_HEAD_PLATE_UNDEAD,Artefact Grandmaster's Graveguard Helmet,,,,,,
T8_ARTEFACT_HEAD_PLATE_UNDEAD,Artefact Elder's Graveguard Helmet,,,,,,
T4_ARTEFACT_ARMOR_PLATE_UNDEAD,Artefact Adept's Graveguard Armor,,,,,,
T5_ARTEFACT_ARMOR_PLATE_UNDEAD,Artefact Expert's Graveguard Armor,,,,,,
T6_ARTEFACT_ARMOR_PLATE_UNDEAD,Artefact Master's Graveguard Armor,,,,,,
T7_ARTEFACT_ARMOR_PLATE_UNDEAD,Artefact Grandmaster's Graveguard Armor,,,,,,
T8_ARTEFACT_ARMOR_PLATE_UNDEAD,Artefact Elder's Graveguard Armor,,,,,,
T4_ARTEFACT_SHOES_PLATE_UNDEAD,Artefact Adept's Graveguard Boots,,,,,,
T5_ARTEFACT_SHOES_PLATE_UNDEAD,Artefact Expert's Graveguard Boots,,,,,,
T6_ARTEFACT_SHOES_PLATE_UNDEAD,Artefact Master's Graveguard Boots,,,,,,
T7_ARTEFACT_SHOES_PLATE_UNDEAD,Artefact Grandmaster's Graveguard Boots,,,,,,
T8_ARTEFACT_SHOES_PLATE_UNDEAD,Artefact Elder's Graveguard Boots,,,,,,
T4_ARTEFACT_HEAD_PLATE_HELL,Artefact Adept's Demon Helmet,,,,,,
T5_ARTEFACT_HEAD_PLATE_HELL,Artefact Expert's Demon Helmet,,,,,,
T6_ARTEFACT_HEAD_PLATE_HELL,Artefact Master's Demon Helmet,,,,,,
T7_ARTEFACT_HEAD_PLATE_HELL,Artefact Grandmaster's Demon Helmet,,,,,,
T8_ARTEFACT_HEAD_PLATE_HELL,Artefact Elder's Demon Helmet,,,,,,
T4_ARTEFACT_ARMOR_PLATE_HELL,Artefact Adept's Demon Armor,,,,,,
T5_ARTEFACT_ARMOR_PLATE_HELL,Artefact Expert's Demon Armor,,,,,,
T6_ARTEFACT_ARMOR_PLATE_HELL,Artefact Master's Demon Armor,,,,,,
T7_ARTEFACT_ARMOR_PLATE_HELL,Artefact Grandmaster's Demon Armor,,,,,,
T8_ARTEFACT_ARMOR_PLATE_HELL,Artefact Elder's Demon Armor,,,,,,
T4_ARTEFACT_SHOES_PLATE_HELL,Artefact Adept's Demon Boots,,,,,,
T5_ARTEFACT_SHOES_PLATE_HELL,Artefact Expert's Demon Boots,,,,,,
T6_ARTEFACT_SHOES_PLATE_HELL,Artefact Master's Demon Boots,,,,,,
T7_ARTEFACT_SHOES_PLATE_HELL,Artefact Grandmaster's Demon Boots,,,,,,
T8_ARTEFACT_SHOES_PLATE_HELL,Artefact Elder's Demon Boots,,,,,,
T4_ARTEFACT_HEAD_PLATE_KEEPER,Artefact Adept's Judicator Helmet,,,,,,
T5_ARTEFACT_HEAD_PLATE_KEEPER,Artefact Expert's Judicator Helmet,,,,,,
T6_ARTEFACT_HEAD_PLATE_KEEPER,Artefact Master's Judicator Helmet,,,,,,
T7_ARTEFACT_HEAD_PLATE_KEEPER,Artefact Grandmaster's Judicator Helmet,,,,,,
T8_ARTEFACT_HEAD_PLATE_KEEPER,Artefact Elder's Judicator Helmet,,,,,,
T4_ARTEFACT_ARMOR_PLATE_KEEPER,Artefact Adept's Judicator Armor,,,,,,
T5_ARTEFACT_ARMOR_PLATE_KEEPER,Artefact Expert's Judicator Armor,,,,,,
T6_ARTEFACT_ARMOR_PLATE_KEEPER,Artefact Master's Judicator Armor,,,,,,
T7_ARTEFACT_ARMOR_PLATE_KEEPER,Artefact Grandmaster's Judicator Armor,,,,,,
T8_ARTEFACT_ARMOR_PLATE_KEEPER,Artefact Elder's Judicator Armor,,,,,,
T4_ARTEFACT_SHOES_PLATE_KEEPER,Artefact Adept's Judicator Boots,,,,,,
T5_ARTEFACT_SHOES_PLATE_KEEPER,Artefact Expert's Judicator Boots,,,,,,
T6_ARTEFACT_SHOES_PLATE_KEEPER,Artefact Master's Judicator Boots,,,,,,
T7_ARTEFACT_SHOES_PLATE_KEEPER,Artefact Grandmaster's Judicator Boots,,,,,,
T8_ARTEFACT_SHOES_PLATE_KEEPER,Artefact Elder's Judicator Boots,,,,,,
T4_ARTEFACT_HEAD_LEATHER_MORGANA,Artefact Adept's Stalker Hood,,,,,,
T5_ARTEFACT_HEAD_LEATHER_MORGANA,Artefact Expert's Stalker Hood,,,,,,
T6_ARTEFACT_HEAD_LEATHER_MORGANA,Artefact Master's Stalker Hood,,,,,,
T7_ARTEFACT_HEAD_LEATHER_MORGANA,Artefact Grandmaster's Stalker Hood,,,,,,
T8_ARTEFACT_HEAD_LEATHER_MORGANA,Artefact Elder's Stalker Hood,,,,,,
T4_ARTEFACT_ARMOR_LEATHER_MORGANA,Artefact Adept's Stalker Jacket,,,,,,
T5_ARTEFACT_ARMOR_LEATHER_MORGANA,Artefact Expert's Stalker Jacket,,,,,,
T6_ARTEFACT_ARMOR_LEATHER_MORGANA,Artefact Master's Stalker Jacket,,,,,,
T7_ARTEFACT_ARMOR_LEATHER_MORGANA,Artefact Grandmaster's Stalker Jacket,,,,,,
T8_ARTEFACT_ARMOR_LEATHER_MORGANA,Artefact Elder's Stalker Jacket,,,,,,
T4_ARTEFACT_SHOES_LEATHER_MORGANA,Artefact Adept's Stalker Shoes,,,,,,
T5_ARTEFACT_SHOES_LEATHER_MORGANA,Artefact Expert's Stalker Shoes,,,,,,
T6_ARTEFACT_SHOES_LEATHER_MORGANA,Artefact Master's Stalker Shoes,,,,,,
T7_ARTEFACT_SHOES_LEATHER_MORGANA,Artefact Grandmaster's Stalker Shoes,,,,,,
T8_ARTEFACT_SHOES_LEATHER_MORGANA,Artefact Elder's Stalker Shoes,,,,,,
T4_ARTEFACT_HEAD_LEATHER_HELL,Artefact Adept's Hellion Hood,,,,,,
T5_ARTEFACT_HEAD_LEATHER_HELL,Artefact Expert's Hellion Hood,,,,,,
T6_ARTEFACT_HEAD_LEATHER_HELL,Artefact Master's Hellion Hood,,,,,,
T7_ARTEFACT_HEAD_LEATHER_HELL,Artefact Grandmaster's Hellion Hood,,,,,,
T8_ARTEFACT_HEAD_LEATHER_HELL,Artefact Elder's Hellion Hood,,,,,,
T4_ARTEFACT_ARMOR_LEATHER_HELL,Artefact Adept's Hellion Jacket,,,,,,
T5_ARTEFACT_ARMOR_LEATHER_HELL,Artefact Expert's Hellion Jacket,,,,,,
T6_ARTEFACT_ARMOR_LEATHER_HELL,Artefact Master's Hellion Jacket,,,,,,
T7_ARTEFACT_ARMOR_LEATHER_HELL,Artefact Grandmaster's Hellion Jacket,,,,,,
T8_ARTEFACT_ARMOR_LEATHER_HELL,Artefact Elder's Hellion Jacket,,,,,,
T4_ARTEFACT_SHOES_LEATHER_HELL,Artefact Adept's Hellion Shoes,,,,,,
T5_ARTEFACT_SHOES_LEATHER_HELL,Artefact Expert's Hellion Shoes,,,,,,
T6_ARTEFACT_SHOES_LEATHER_HELL,Artefact Master's Hellion Shoes,,,,,,
T7_ARTEFACT_SHOES_LEATHER_HELL,Artefact Grandmaster's Hellion Shoes,,,,,,
T8_ARTEFACT_SHOES_LEATHER_HELL,Artefact Elder's Hellion Shoes,,,,,,
T4_ARTEFACT_HEAD_LEATHER_UNDEAD,Artefact Adept's Specter Hood,,,,,,
T5_ARTEFACT_HEAD_LEATHER_UNDEAD,Artefact Expert's Specter Hood,,,,,,
T6_ARTEFACT_HEAD_LEATHER_UNDEAD,Artefact Master's Specter Hood,,,,,,
T7_ARTEFACT_HEAD_LEATHER_UNDEAD,Artefact Grandmaster's Specter Hood,,,,,,
T8_ARTEFACT_HEAD_LEATHER_UNDEAD,Artefact Elder's Specter Hood,,,,,,
T4_ARTEFACT_ARMOR_LEATHER_UNDEAD,Artefact Adept's Specter Jacket,,,,,,
T5_ARTEFACT_ARMOR_LEATHER_UNDEAD,Artefact Expert's Specter Jacket,,,,,,
T6_ARTEFACT_ARMOR_LEATHER_UNDEAD,Artefact Master's Specter Jacket,,,,,,
T7_ARTEFACT_ARMOR_LEATHER_UNDEAD,Artefact Grandmaster's Specter Jacket,,,,,,
T8_ARTEFACT_ARMOR_LEATHER_UNDEAD,Artefact Elder's Specter Jacket,,,,,,
T4_ARTEFACT_SHOES_LEATHER_UNDEAD,Artefact Adept's Specter Shoes,,,,,,
T5_ARTEFACT_SHOES_LEATHER_UNDEAD,Artefact Expert's Specter Shoes,,,,,,
T6_ARTEFACT_SHOES_LEATHER_UNDEAD,Artefact Master's Specter Shoes,,,,,,
T7_ARTEFACT_SHOES_LEATHER_UNDEAD,Artefact Grandmaster's Specter Shoes,,,,,,
T8_ARTEFACT_SHOES_LEATHER_UNDEAD,Artefact Elder's Specter Shoes,,,,,,
T4_ARTEFACT_HEAD_CLOTH_KEEPER,Artefact Adept's Druid Cowl,,,,,,
T5_ARTEFACT_HEAD_CLOTH_KEEPER,Artefact Expert's Druid Cowl,,,,,,
T6_ARTEFACT_HEAD_CLOTH_KEEPER,Artefact Master's Druid Cowl,,,,,,
T7_ARTEFACT_HEAD_CLOTH_KEEPER,Artefact Grandmaster's Druid Cowl,,,,,,
T8_ARTEFACT_HEAD_CLOTH_KEEPER,Artefact Elder's Druid Cowl,,,,,,
T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Artefact Adept's Druid Robe,,,,,,
T5_ARTEFACT_ARMOR_CLOTH_KEEPER,Artefact Expert's Druid Robe,,,,,,
T6_ARTEFACT_ARMOR_CLOTH_KEEPER,Artefact Master's Druid Robe,,,,,,
T7_ARTEFACT_ARMOR_CLOTH_KEEPER,Artefact Grandmaster's Druid Robe,,,,,,
T8_ARTEFACT_ARMOR_CLOTH_KEEPER,Artefact Elder's Druid Robe,,,,,,
T4_ARTEFACT_SHOES_CLOTH_KEEPER,Artefact Adept's Druid Sandals,,,,,,
T5_ARTEFACT_SHOES_CLOTH_KEEPER,Artefact Expert's Druid Sandals,,,,,,
T6_ARTEFACT_SHOES_CLOTH_KEEPER,Artefact Master's Druid Sandals,,,,,,
T7_ARTEFACT_SHOES_CLOTH_KEEPER,Artefact Grandmaster's Druid Sandals,,,,,,
T8_ARTEFACT_SHOES_CLOTH_KEEPER,Artefact Elder's Druid Sandals,,,,,,
T4_ARTEFACT_HEAD_CLOTH_HELL,Artefact Adept's Fiend Cowl,,,,,,
T5_ARTEFACT_HEAD_CLOTH_HELL,Artefact Expert's Fiend Cowl,,,,,,
T6_ARTEFACT_HEAD_CLOTH_HELL,Artefact Master's Fiend Cowl,,,,,,
T7_ARTEFACT_HEAD_CLOTH_HELL,Artefact Grandmaster's Fiend Cowl,,,,,,
T8_ARTEFACT_HEAD_CLOTH_HELL,Artefact Elder's Fiend Cowl,,,,,,
T4_ARTEFACT_ARMOR_CLOTH_HELL,Artefact Adept's Fiend Robe,,,,,,
T5_ARTEFACT_ARMOR_CLOTH_HELL,Artefact Expert's Fiend Robe,,,,,,
T6_ARTEFACT_ARMOR_CLOTH_HELL,Artefact Master's Fiend Robe,,,,,,
T7_ARTEFACT_ARMOR_CLOTH_HELL,Artefact Grandmaster's Fiend Robe,,,,,,
T8_ARTEFACT_ARMOR_CLOTH_HELL,Artefact Elder's Fiend Robe,,,,,,
T4_ARTEFACT_SHOES_CLOTH_HELL,Artefact Adept's Fiend Sandals,,,,,,
T5_ARTEFACT_SHOES_CLOTH_HELL,Artefact Expert's Fiend Sandals,,,,,,
T6_ARTEFACT_SHOES_CLOTH_HELL,Artefact Master's Fiend Sandals,,,,,,
T7_ARTEFACT_SHOES_CLOTH_HELL,Artefact Grandmaster's Fiend Sandals,,,,,,
T8_ARTEFACT_SHOES_CLOTH_HELL,Artefact Elder's Fiend Sandals,,,,,,
T4_ARTEFACT_HEAD_CLOTH_MORGANA,Artefact Adept's Cultist Cowl,,,,,,
T5_ARTEFACT_HEAD_CLOTH_MORGANA,Artefact Expert's Cultist Cowl,,,,,,
T6_ARTEFACT_HEAD_CLOTH_MORGANA,Artefact Master's Cultist Cowl,,,,,,
T7_ARTEFACT_HEAD_CLOTH_MORGANA,Artefact Grandmaster's Cultist Cowl,,,,,,
T8_ARTEFACT_HEAD_CLOTH_MORGANA,Artefact Elder's Cultist Cowl,,,,,,
T4_ARTEFACT_ARMOR_CLOTH_MORGANA,Artefact Adept's Cultist Robe,,,,,,
T5_ARTEFACT_ARMOR_CLOTH_MORGANA,Artefact Expert's Cultist Robe,,,,,,
T6_ARTEFACT_ARMOR_CLOTH_MORGANA,Artefact Master's Cultist Robe,,,,,,
T7_ARTEFACT_ARMOR_CLOTH_MORGANA,Artefact Grandmaster's Cultist Robe,,,,,,
T8_ARTEFACT_ARMOR_CLOTH_MORGANA,Artefact Elder's Cultist Robe,,,,,,
T4_ARTEFACT_SHOES_CLOTH_MORGANA,Artefact Adept's Cultist Sandals,,,,,,
T5_ARTEFACT_SHOES_CLOTH_MORGANA,Artefact Expert's Cultist Sandals,,,,,,
T6_ARTEFACT_SHOES_CLOTH_MORGANA,Artefact Master's Cultist Sandals,,,,,,
T7_ARTEFACT_SHOES_CLOTH_MORGANA,Artefact Grandmaster's Cultist Sandals,,,,,,
T8_ARTEFACT_SHOES_CLOTH_MORGANA,Artefact Elder's Cultist Sandals,,,,,,
T4_ESSENCE_POTION,Adept's Arcane Essence,,,,,,
T4_ESSENCE,Adept's Faded Essence,,,,,,
T4_RUNE,Adept's Rune,,,,,,
T4_SOUL,Adept's Soul,,,,,,
T4_RELIC,Adept's Relic,,,,,,
T5_ESSENCE_POTION,Expert's Arcane Essence,,,,,,
T5_ESSENCE,Expert's Faded Essence,,,,,,
T5_RUNE,Expert's Rune,,,,,,
T5_SOUL,Expert's Soul,,,,,,
T5_RELIC,Expert's Relic,,,,,,
T6_ESSENCE_POTION,Master's Arcane Essence,,,,,,
T6_ESSENCE,Master's Faded Essence,,,,,,
T6_RUNE,Master's Rune,,,,,,
T6_SOUL,Master's Soul,,,,,,
T6_RELIC,Master's Relic,,,,,,
T7_ESSENCE_POTION,Grandmaster's Arcane Essence,,,,,,
T7_ESSENCE,Grandmaster's Faded Essence,,,,,,
T7_RUNE,Grandmaster's Rune,,,,,,
T7_SOUL,Grandmaster's Soul,,,,,,
T7_RELIC,Grandmaster's Relic,,,,,,
T8_ESSENCE_POTION,Elder's Arcane Essence,,,,,,
T8_ESSENCE,Elder's Faded Essence,,,,,,
T8_RUNE,Elder's Rune,,,,,,
T8_SOUL,Elder's Soul,,,,,,
T8_RELIC,Elder's Relic,,,,,,
T1_TRASH,Trash,,,,,,
T2_TRASH,Trash,,,,,,
T3_TRASH,Trash,,,,,,
T4_TRASH,Trash,,,,,,
T5_TRASH,Trash,,,,,,
T6_TRASH,Trash,,,,,,
T7_TRASH,Trash,,,,,,
T8_TRASH,Trash,,,,,,
T1_OFF_SHIELD,Beginner's Shield,,,,,,
T2_OFF_SHIELD,Novice's Shield,,offhand,0.0,0.16667,80.0,1.0
T3_OFF_SHIELD,Journeyman's Shield,,offhand,0.0,0.25,194.0,1.0
T4_OFF_SHIELD,Adept's Shield,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_SHIELD,Expert's Shield,,offhand,0.0,0.5,712.0,1.0
T6_OFF_SHIELD,Master's Shield,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_SHIELD,Grandmaster's Shield,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_SHIELD,Elder's Shield,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_TOWERSHIELD_UNDEAD,Adept's Sarcophagus,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_TOWERSHIELD_UNDEAD,Expert's Sarcophagus,,offhand,0.0,0.5,712.0,1.0
T6_OFF_TOWERSHIELD_UNDEAD,Master's Sarcophagus,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_TOWERSHIELD_UNDEAD,Grandmaster's Sarcophagus,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_TOWERSHIELD_UNDEAD,Elder's Sarcophagus,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_SHIELD_HELL,Adept's Caitiff Shield,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_SHIELD_HELL,Expert's Caitiff Shield,,offhand,0.0,0.5,712.0,1.0
T6_OFF_SHIELD_HELL,Master's Caitiff Shield,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_SHIELD_HELL,Grandmaster's Caitiff Shield,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_SHIELD_HELL,Elder's Caitiff Shield,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_SPIKEDSHIELD_MORGANA,Adept's Facebreaker,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_SPIKEDSHIELD_MORGANA,Expert's Facebreaker,,offhand,0.0,0.5,712.0,1.0
T6_OFF_SPIKEDSHIELD_MORGANA,Master's Facebreaker,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_SPIKEDSHIELD_MORGANA,Grandmaster's Facebreaker,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_SPIKEDSHIELD_MORGANA,Elder's Facebreaker,,offhand,0.0,1.25,3996.0,1.0
T2_OFF_BOOK,Novice's Tome of Spells,,offhand,0.0,0.16667,80.0,1.0
T3_OFF_BOOK,Journeyman's Tome of Spells,,offhand,0.0,0.25,194.0,1.0
T4_OFF_BOOK,Adept's Tome of Spells,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_BOOK,Expert's Tome of Spells,,offhand,0.0,0.5,712.0,1.0
T6_OFF_BOOK,Master's Tome of Spells,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_BOOK,Grandmaster's Tome of Spells,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_BOOK,Rosalia's Diary,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_ORB_MORGANA,Adept's Eye of Secrets,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_ORB_MORGANA,Expert's Eye of Secrets,,offhand,0.0,0.5,712.0,1.0
T6_OFF_ORB_MORGANA,Master's Eye of Secrets,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_ORB_MORGANA,Grandmaster's Eye of Secrets,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_ORB_MORGANA,Elder's Eye of Secrets,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_DEMONSKULL_HELL,Adept's Muisak,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_DEMONSKULL_HELL,Expert's Muisak,,offhand,0.0,0.5,712.0,1.0
T6_OFF_DEMONSKULL_HELL,Master's Muisak,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_DEMONSKULL_HELL,Grandmaster's Muisak,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_DEMONSKULL_HELL,Elder's Muisak,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_TOTEM_KEEPER,Adept's Taproot,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_TOTEM_KEEPER,Expert's Taproot,,offhand,0.0,0.5,712.0,1.0
T6_OFF_TOTEM_KEEPER,Master's Taproot,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_TOTEM_KEEPER,Grandmaster's Taproot,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_TOTEM_KEEPER,Elder's Taproot,,offhand,0.0,1.25,3996.0,1.0
T3_OFF_TORCH,Journeyman's Torch,,offhand,0.0,0.25,194.0,1.0
T4_OFF_TORCH,Adept's Torch,,offhand,0.0,0.33333,385.0,1.0
T5_OFF_TORCH,Expert's Torch,,offhand,0.0,0.5,712.0,1.0
T6_OFF_TORCH,Master's Torch,,offhand,0.0,0.66667,1280.0,1.0
T7_OFF_TORCH,Grandmaster's Torch,,offhand,0.0,0.83333,2269.0,1.0
T8_OFF_TORCH,Elder's Torch,,offhand,0.0,1.25,3996.0,1.0
T4_OFF_HORN_KEEPER,Adept's Mistcaller,,offhand,0.0,0.33333,385.0,1.0
